Location,Price,Area,NumberBed,NumberToilet,HuongNha,HuongBanCong,NoiThat,Chudautu,QuyMo,ViDo,KinhDo,LoaiTin,Quan
"
        Dự án Starcity Lê Văn Lương, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội
    ",2100000000.0,60.0,2,1,Tây-Bắc,Đông-Nam,Full nội thất.,OCEAN GROUP - Tập Đoàn Đại Dương,Gồm 1 khối nhà cao 27 tầng và 3 tầng hầm,21.0061817169189,105.806427001953,Tin thường,Thanh Xuân
"
        Dự án Vinhomes Green Bay Mễ Trì, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.
    ",1950000000.0,49.0,1,2,Đông-Bắc,Tây-Nam,,Tập đoàn Vingroup,Tổ hợp các căn hộ cao cấp,20.998958587646502,105.788032531738,Tin thường,Nam Từ Liêm
"
        Dự án Indochina Plaza, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội
    ",4300000000.0,98.0,2,2,Đông-Bắc,Tây-Nam,,Công ty TNHH Indochina Land,gồm 3 tòa,21.0360012054443,105.78246307372999,Tin thường,Cầu Giấy
"
        Dự án Imperia Sky Garden, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",4600000000.0,103.0,3,2,Đông-Nam,Đông-Nam,"Full đồ nội thất từ sofa, bàn ghế, tủ âm tường, giường, tủ, tủ bếp, điều hòa, nóng lạnh.",Công ty CP Terra Gold Việt Nam,Gồm 27 tầng nổi và 3 tầng hầm,20.9984378814697,105.866737365723,Tin thường,Hai Bà Trưng
"
        Dự án Gemek Tower, Phố Lê Trọng Tấn, Xã An Khánh, Hoài Đức, Hà Nội
    ",1270000000.0,74.3,2,2,Tây-Bắc,Đông-Nam,,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco,"Gồm 2 tòa tháp cao 34 tầng và 2 tầng hầm, 1 tầng lửng",21.0083923339844,105.73024749755899,Tin thường,Hoài Đức
"
        Dự án Ciputra Hà Nội, Đường Nguyễn Hoàng Tôn, Phường Xuân La, Tây Hồ, Hà Nội
    ",5300000000.0,180.0,3,3,Tây-Bắc,Đông-Nam,,Công ty TNHH phát triển khu đô thị Nam Thăng Long,"Gồm: 50 toà nhà cao tầng, 2.500 căn nhà ở thấp tầng (biệt thự) và các tổ hợp văn phòng, trung tâm thương mại, trung tâm mua sắm và giải trí",21.072135925293,105.810997009277,Tin thường,Tây Hồ
"
        Dự án Vinhomes Metropolis - Liễu Giai, 29 Phố Liễu Giai, Phường Ngọc Khánh, Ba Đình, Hà Nội
    ",13000000000.0,148.0,4,3,Tây-Nam,Đông-Bắc,,,"Gồm 2 tòa tháp cao 30 tầng, 6 tầng TTTM, 6 tầng hầm",21.0317993164063,105.814193725586,Tin thường,Ba Đình
"
        Dự án Vinhomes Nguyễn Chí Thanh, Đường Nguyễn Chí Thanh, Phường Láng Hạ, Đống Đa, Hà Nội
    ",8500000000.0,137.0,3,3,Tây-Nam,Đông-Bắc,,Tập đoàn Vingroup,gồm 2 tòa cao ốc 30 tầng,21.0229530334473,105.809814453125,Tin thường,Đống Đa
"
        Dự án Vinhomes Metropolis - Liễu Giai, 29 Phố Liễu Giai, Phường Ngọc Khánh, Ba Đình, Hà Nội
    ",8500000000.0,100.0,3,2,Tây-Nam,Đông-Bắc,,,"Gồm 2 tòa tháp cao 30 tầng, 6 tầng TTTM, 6 tầng hầm",21.0317993164063,105.814193725586,Tin thường,Ba Đình
"
        Dự án Vinhomes Skylake, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội
    ",3000000000.0,63.0,2,2,Tây-Nam,Đông-Bắc,,Tập đoàn Vingroup,,21.0190830230713,105.78173065185499,Tin thường,Nam Từ Liêm
"
        Dự án Vinhomes Gardenia, Đường Hàm Nghi, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội.
    ",2950000000.0,73.0,2,2,Tây-Nam,Đông-Bắc,,Tập đoàn Vingroup,"19 căn / sàn; gồm 2 sảnh A và B; sảnh A:9 căn, sảnh B:10 căn và các căn biệt thự, liền kề",21.0365676879883,105.760482788086,Tin thường,Nam Từ Liêm
"
        Phường Hoàng Liệt, Hoàng Mai, Hà Nội
    ",1770000000.0,74.0,3,3,Tây-Nam,Đông-Bắc,,,,20.961444487366702,105.835381534821,Tin thường,Hoàng Mai
"
        Dự án FLC Garden City, Đường 70, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.
    ",1100000000.0,55.0,2,2,Tây-Nam,Đông-Bắc,Bàn giao cơ bản.,Công ty Cổ phần Tập đoàn FLC,"Gồm: nhà ở, biệt thự,",20.991436004638697,105.756065368652,Tin thường,Nam Từ Liêm
"
        Dự án Vinhomes Gardenia, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội.
    ",2250000000.0,52.0,2,2,Tây-Nam,Đông-Bắc,,Tập đoàn Vingroup,"19 căn / sàn; gồm 2 sảnh A và B; sảnh A:9 căn, sảnh B:10 căn và các căn biệt thự, liền kề",21.0365676879883,105.760482788086,Tin thường,Nam Từ Liêm
"
        Dự án Vinhomes West Point, Đường Phạm Hùng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.
    ",3100000000.0,70.0,2,2,Tây-Nam,Đông-Bắc,"Căn hộ có nội thất chủ đầu tư: Điều hòa, tủ bếp, thiết bị vệ sinh, hỗ trợ khách mua thêm rèm và giàn phơi. Căn hộ có nội thất chủ đầu tư: Điều hòa, tủ bếp, thiết bị vệ sinh, hỗ trợ khách mua thêm rèm.",Tập đoàn Vingroup,3 tòa tháp cao tầng và trung tâm thương mại,21.0363712310791,105.780860900879,Tin thường,Nam Từ Liêm
"
        Dự án Dương Nội, Đường Tố Hữu, Phường Vạn Phúc, Hà Đông, Hà Nội
    ",1750000000.0,107.0,3,2,Đông-Nam,Tây-Bắc,"Sàn gỗ, tủ bếp, giường, tủ quần áo, điều hòa, có nóng lạnh, mành rèm thiết bị wc cao cấp ToTo...",Công ty CP Tập đoàn Nam Cường Hà Nội,1.955 căn biệt thự,20.983570098877,105.772262573242,Tin thường,Hà Đông
"
        Cầu Giấy Center Point, 110, Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội
    ",2500000000.0,65.0,2,2,Đông-Bắc,Tây-Nam,Full nội thất ,Công ty Đầu tư Xây dựng số 2 Hà Nội,32 tầng nổi và 3 tầng hầm,21.0322113037109,105.799697875977,Tin thường,Cầu Giấy
"
        Dự án FLC Green Apartment, 18 Đường Phạm Hùng, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội
    ",1150000000.0,45.0,1,2,Đông-Bắc,Tây-Nam,Nguyên bản,Công ty Cổ phần Tập đoàn FLC,"Tòa nhà cao : 35 tầng, gần 500 căn hộ",21.0295124053955,105.779083251953,Tin thường,Nam Từ Liêm
"
        Dự án The Terra An Hưng, Phường La Khê, Hà Đông, Hà Nội
    ",1900000000.0,95.0,3,2,Đông-Bắc,Tây-Nam,"- Điều hòa âm trần tại phòng khách và tất cả phòng ngủ. - Sàn gỗ. - Trần thạch cao. - Thiết bị nhà vệ sinh đầy đủ. - Khóa cửa thông minh, chuông cửa màn hình.",Công ty CP Đầu tư Văn Phú - Invest,1328 căn hộ cao cấp và khu nhà ở thấp tầng với 166 căn liền kề,20.972412109375,105.761528015137,Tin thường,Hà Đông
"
        Dự án Usilk City, Đường Lê Văn Lương, Phường La Khê, Hà Đông, Hà Nội
    ",1790000000.0,99.0,2,2,Tây-Bắc,Đông-Nam,Hoàn thiện nội thất cơ bản.,Công ty CP Sông Đà Thăng Long,gồm: 13 tòa nhà cao tầng,20.9762554168701,105.762649536133,Tin thường,Hà Đông
"
        Dự án HH2 Linh Đàm, Phường Hoàng Liệt, Hoàng Mai, Hà Nội
    ",1160000000.0,67.0,2,2,Tây-Nam,Đông-Bắc,"Nội thất sàn gỗ, trần thạch cao, 2 điều hòa, nóng lạnh, tủ bếp, bếp từ, hút mùi, giường ngủ, tủ quần áo, tv phòng khách,...",Xí nghiệp Xây dựng Tư nhân Số 1 Lai Châu,"Gồm 3 tòa A, B, C cao 41 tầng",20.964334487915,105.827293395996,Tin thường,Hoàng Mai
"
        Dự án The Terra An Hưng, Phường La Khê, Hà Đông, Hà Nội
    ",3000000000.0,140.0,4,3,Tây-Nam,Đông-Bắc,,Công ty CP Đầu tư Văn Phú - Invest,1328 căn hộ cao cấp và khu nhà ở thấp tầng với 166 căn liền kề,20.972412109375,105.761528015137,Tin thường,Hà Đông
"
        Eco Lake View, số 32, Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội
    ",2000000000.0,80.4,2,2,Nam,Tây-Bắc,Đầy đủ nộivthất,Công ty CP Eco Land,"Gồm 2 toà tháp căn hộ HH1, HH2 32 tầng và 1 tòa dịch vụ thương mại 9 tầng",20.973093032836896,105.83837127685499,Tin thường,Hoàng Mai
"
        FLC Star Tower, 418, Đường Quang Trung, Phường Phú La, Hà Đông, Hà Nội
    ",1400000000.0,74.02,2,2,Tây-Bắc,Đông-Nam,,Công ty Cổ phần Tập đoàn FLC,"gồm 37 tầng,  4 tầng hầm và 2 tầng trung tâm thương mại",20.9625549316406,105.76525115966801,Tin thường,Hà Đông
"
        Dự án Berriver Long Biên, Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội
    ",3500000000.0,100.15,3,2,Tây-Nam,Đông-Nam,"* Bàn giao nội thất cơ bản cao cấp: - Sàn gỗ bột đá SPC cao cấp bảo hành 20 năm. - Thiết bị vệ sinh Bravat nhập Đức. - Thiết bị cửa, chuông hình Kaadas nhập Đức. - Thiết bị điện nhập Mỹ. - Đầu chờ điề",Công ty CP Đầu tư Xây dựng số 9 Hà Nội,Gồm 5 toà tháp cao 22 tầng,21.0443172454834,105.877861022949,Tin thường,Long Biên
"
        Dự án Berriver Long Biên, Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội
    ",2500000000.0,78.47,3,2,Tây-Nam,Đông-Nam,"* Bàn giao nội thất cơ bản cao cấp: - Sàn gỗ bột đá SPC cao cấp bảo hành 20 năm. - Thiết bị vệ sinh Bravat nhập Đức. - Thiết bị cửa, chuông hình Kaadas nhập Đức. - Thiết bị điện nhập Mỹ. - Đầu chờ điề",Công ty CP Đầu tư Xây dựng số 9 Hà Nội,Gồm 5 toà tháp cao 22 tầng,21.0443172454834,105.877861022949,Tin thường,Long Biên
"
        Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",2460000000.0,56.0,1,2,Tây-Nam,Đông-Bắc,"Nội thất: Sàn gỗ, trần thạch cao, điều hoà, tủ âm tường, tủ bếp, thiết bị vệ sinh.",Tập đoàn Vingroup,Gồm 11 tòa (T1-T11),20.9947910308838,105.86784362792999,Tin thường,Hai Bà Trưng
"
        Dự án Ciputra Hà Nội, Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội
    ",4300000000.0,153.0,4,0,Bắc,Nam,,Công ty TNHH phát triển khu đô thị Nam Thăng Long,"Gồm: 50 toà nhà cao tầng, 2.500 căn nhà ở thấp tầng (biệt thự) và các tổ hợp văn phòng, trung tâm thương mại, trung tâm mua sắm và giải trí",21.072135925293,105.810997009277,Tin thường,Tây Hồ
"
        Dự án The Terra An Hưng, Phường La Khê, Hà Đông, Hà Nội
    ",3000000000.0,140.0,4,3,Bắc,Nam,,Công ty CP Đầu tư Văn Phú - Invest,1328 căn hộ cao cấp và khu nhà ở thấp tầng với 166 căn liền kề,20.972412109375,105.761528015137,Tin thường,Hà Đông
"
        Dự án N03-T8 Ngoại Giao Đoàn, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội
    ",2050000000.0,85.0,3,2,Bắc,Nam,Nội thất cơ bản.,Công ty CP Xây dựng số 2 - Vinaconex2,Gồm 23 tòa chung cư cao cấp,21.064998626709002,105.80028533935499,Tin thường,Bắc Từ Liêm
"
        Indochina Plaza, số 241, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội
    ",4900000000.0,116.0,3,2,Bắc,Nam,,Công ty TNHH Indochina Land,gồm 3 tòa,21.0360012054443,105.78246307372999,Tin thường,Cầu Giấy
"
        Dự án Dương Nội, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội
    ",1200000000.0,62.0,2,1,Tây-Bắc,Đông-Nam,"Bàn bếp, tủ bếp đẹp, điều hòa, nóng lạnh, tủ quần áo, mành rèm, tủ giày, nóng lạnh, thiết bị wc cao cấp ToTo.",Công ty CP Tập đoàn Nam Cường Hà Nội,1.955 căn biệt thự,20.9719924926758,105.75634002685499,Tin thường,Hà Đông
"
        Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội
    ",2300000000.0,80.0,3,2,Đông-Bắc,Tây-Nam,"Nội thất: Hệ thống đèn chiếu sáng, trần thạch cao, sàn gỗ, sàn đã chống trượt, chuông hình, thiết bị nhà vệ sinh cao cấp.",,"2.300 căn biệt thự, 66 tòa căn hộ",21.0024147033691,105.964111328125,Tin thường,Gia Lâm
"
        Dự án HH4 Linh Đàm, Đường Linh Đường, Phường Hoàng Liệt, Hoàng Mai, Hà Nội
    ",1350000000.0,76.0,3,2,Đông-Bắc,Tây-Nam,"Nội thất: Sàn gỗ trần thạch cao tủ bếp 3 điều hòa, giường tủ đồ gắn tường,...",Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên,"Tổng diện tích mặt sàn 87.803m2, gồm 3 tòa chung cư HH4A, HH4B, HH4C",20.963314056396502,105.82673645019501,Tin thường,Hoàng Mai
"
        Dự án KĐT Linh Đàm, Đường Đặng Xuân Bảng, Phường Đại Kim, Hoàng Mai, Hà Nội
    ",1950000000.0,94.0,3,2,Đông-Bắc,Tây-Nam,"Đầy đủ trần thạch cao, sàn gỗ, điều hòa, nóng lạnh, tủ tường phòng ngủ, tủ bếp...",Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,"Gồm 3 dự án thành phần: Khu nhà ở bán đảo Linh Đàm, Khu nhà ở Bắc Linh Đàm và Khu nhà ở Linh Đàm",20.97145652771,105.828170776367,Tin thường,Hoàng Mai
"
        Dự án Ecolife Tây Hồ, Đường Võ Chí Công, Phường Xuân La, Tây Hồ, Hà Nội
    ",3500000000.0,94.5,2,2,Đông-Bắc,Tây-Nam,"Nội thất đầy đủ, hiện đại và sang trọng.",Công ty CP Đầu tư và Thương mại Thủ Đô,"Công trình gồm 3 tòa nhà cao 28 và 33 tầng, có 02 tầng hầm để xe",21.0511112213135,105.800590515137,Tin thường,Tây Hồ
"
        Dự án The Golden An Khánh, Xã An Khánh, Hoài Đức, Hà Nội
    ",1320000000.0,72.0,2,2,Tây-Bắc,Đông-Nam,"Sàn gỗ các phòng, đèn net, đèn trang trí, tủ bếp, bếp, hút mùi, sofa, bộ bàn ăn, kệ tivi, tủ trang trí, giường, tủ quần áo, tủ giầy, điều hòa, nóng lạnh, rèm, lưới an toàn, thiết bị vệ sinh ToTo...",Công ty CP Sông Đà - Hoàng Long ,"Bao gồm 3 tòa tháp 18T1, 18T2, 40T",20.9994716644287,105.72045135497999,Tin thường,Hoài Đức
"
        Dự án Xuân Mai Complex, Phường Dương Nội, Hà Đông, Hà Nội
    ",1292000000.0,62.0,2,2,Bắc,Nam,"Nội thất bao gồm 03 điều hòa, bình nóng lạnh, kệ tivi, sopha, tủ lạnh, máy giặt, hút mùi, bếp, 02 giường..chỉ thiếu tủ quần áo. ",Công ty CP Đầu tư và Xây dựng Xuân Mai,,20.9939575195313,105.78890991210899,Tin thường,Hà Đông
"
        Dự án Goldmark City, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội
    ",3700000000.0,106.0,3,2,Tây-Bắc,Đông-Nam,Bàn giao cơ bản,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân,"Gồm 4 tòa nhà chính: Ánh Sáng, Ruby, Sapphire, Nước",21.0403366088867,105.76758575439501,Tin thường,Bắc Từ Liêm
"
        Dự án Anland Lake View, Đường An Khang, Phường Dương Nội, Hà Đông, Hà Nội
    ",2020000000.0,74.13,2,2,Đông-Nam,Tây-Bắc,Full đồ nội thất liền tường cao cấp,Công ty CP Tập đoàn Nam Cường Hà Nội,GĐ1 gồm 2 tháp A-B cao 34 tầng,20.9830436706543,105.757339477539,Tin thường,Hà Đông
"
        Dự án 113 Trung Kính, Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội
    ",2550000000.0,98.0,3,2,Tây-Bắc,Đông-Nam,Nội thất cơ bản,Công ty TNHH Thăng Long ,"Gồm: 2 tầng hầm, 18 tầng căn hộ và penhouse",21.0209102630615,105.79001617431601,Tin thường,Cầu Giấy
"
        Dự án The Golden An Khánh, Xã An Khánh, Hoài Đức, Hà Nội
    ",1320000000.0,74.0,2,2,Tây-Bắc,Đông-Nam,,Công ty CP Sông Đà - Hoàng Long ,"Bao gồm 3 tòa tháp 18T1, 18T2, 40T",20.9994716644287,105.72045135497999,Tin thường,Hoài Đức
"
        Dự án Văn Phú Victoria, Phố Lê Trọng Tấn, Phường Phú La, Hà Đông, Hà Nội
    ",1850000000.0,96.4,2,2,Tây-Bắc,Đông-Nam,,Công ty CP Đầu tư Văn Phú - Invest,,20.9599075317383,105.76819610595699,Tin thường,Hà Đông
"
        Dự án Vinhomes West Point, Đường Phạm Hùng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.
    ",3200000000.0,68.0,2,2,Đông-Bắc,Tây-Nam,"Căn hộ được trang bị đầy đủ nội thất Vinhomes (trần thạch cao thiết bị vệ sinh, ca bin phòng tắm sàn gỗ. Thiết bị p bếp. Bếp từ hút mùi, tủ bếp, trên dưới,., )...",Tập đoàn Vingroup,3 tòa tháp cao tầng và trung tâm thương mại,21.0363712310791,105.780860900879,Tin thường,Nam Từ Liêm
"
        Dự án An Bình City, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội
    ",3000000000.0,86.5,3,2,Đông-Bắc,Tây-Nam,Nội thất tôi tự làm gỗ nhập khẩu cao cấp đẹp.,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco,"gồm: 08 tòa chung cư cao 35 tầng (A2, A3, A6, A7) và 28 tầng (A1, A4, A5, A8)",21.0495662689209,105.778594970703,Tin thường,Bắc Từ Liêm
"
        Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội
    ",1280000000.0,43.0,1,1,Tây-Nam,Đông-Bắc,Nội thất bàn giao nguyên bản từ CĐT.,,"2.300 căn biệt thự, 66 tòa căn hộ",21.0024147033691,105.964111328125,Tin thường,Gia Lâm
"
        Dự án Thống Nhất Complex, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội
    ",3900000000.0,122.0,3,2,Tây-Nam,Đông-Bắc,,,"Gồm 2 tòa chung cư cao 25 tầng, 48 lô biệt thự liền kề",20.998046875,105.80354309082001,Tin thường,Thanh Xuân
"
        GoldSeason, 47, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội
    ",2700000000.0,84.0,2,2,Tây-Nam,Đông-Bắc,"Nội thất tôi đã làm đầy đủ nội thất cao cấp: Điều hòa Mitsubishi, tủ bếp gỗ an cường, bếp nhập khẩu Đức, thiết bị vs Toto...",,3 khối nhà cao 35 tầng,20.9947719573975,105.80612945556601,Tin thường,Thanh Xuân
"
        Dolphin Plaza, 28, Phố Trần Bình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội
    ",5800000000.0,191.0,3,4,Tây,Đông,"Nội thất tôi vẫn để nguyên bản CĐT, chưa sửa chữa gì.",Công ty CP TID,4 block 28 tầng,21.0300445556641,105.776626586914,Tin thường,Nam Từ Liêm
"
        Dự án Gemek Premium, Xã An Khánh, Hoài Đức, Hà Nội
    ",1500000000.0,74.0,2,2,Đông-Bắc,Tây-Nam,"Sàn gỗ, trần thạch cao, hệ thống đèn net, đèn trang trí, tủ bếp, bếp, hút mùi, tủ lạnh, máy giặt, điều hòa 2 chiều, rèm, lưới an toàn, thiết bị vệ sinh Toto có vách ngăn kính, cửa cách âm và chịu lực.",Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco,Gồm 2 tòa nhà cao 34 tầng và 1 tầng hầm,21.002981185913104,105.732055664063,Tin thường,Hoài Đức
"
        Dự án Goldmark City, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội
    ",3410000000.0,134.0,3,2,Tây-Nam,Đông-Bắc,,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân,"Gồm 4 tòa nhà chính: Ánh Sáng, Ruby, Sapphire, Nước",21.0403366088867,105.76758575439501,Tin thường,Bắc Từ Liêm
"
        Dự án Eco Lake View, Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội
    ",1560000000.0,57.0,2,2,Tây-Nam,Đông-Bắc,,Công ty CP Eco Land,"Gồm 2 toà tháp căn hộ HH1, HH2 32 tầng và 1 tòa dịch vụ thương mại 9 tầng",20.973093032836896,105.83837127685499,Tin thường,Hoàng Mai
"
        Dự án The Pride, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội
    ",1550000000.0,73.0,2,2,Tây-Bắc,Tây-Nam,,Công ty CP Bất động sản Hải Phát,gồm 4 tòa tháp cao từ 35-45 tầng,20.9760246276855,105.761596679688,Tin thường,Hà Đông
"
        Dự án GoldSeason, 47 Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội
    ",3500000000.0,110.0,3,2,Tây-Bắc,Đông-Nam,"Tủ bếp, nóng lạnh, điều hòa, bếp từ,...",,3 khối nhà cao 35 tầng,20.9947719573975,105.80612945556601,Tin thường,Thanh Xuân
"
        Dự án CT2 Trung Văn Viettel Hancic, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội.
    ",9000000000.0,275.0,3,4,Tây-Bắc,Đông-Nam,,Công ty CP Đầu tư XD và xuất nhập khẩu Phục Hưng,304 căn hộ,20.9930381774902,105.78835296630899,Tin thường,Nam Từ Liêm
"
        Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội
    ",1900000000.0,70.0,2,2,Tây-Bắc,Đông-Nam,"Hệ thống đèn chiếu sáng, Trần thạch cao, sàn gỗ, sàn đá chống trượt, chuông hình, thiết bị nhà vệ sinh cao cấp, rèm.",,"2.300 căn biệt thự, 66 tòa căn hộ",21.0024147033691,105.964111328125,Tin thường,Gia Lâm
"
        Dự án Ciputra Hà Nội, Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội
    ",4000000000.0,150.0,3,0,Nam,Bắc,,Công ty TNHH phát triển khu đô thị Nam Thăng Long,"Gồm: 50 toà nhà cao tầng, 2.500 căn nhà ở thấp tầng (biệt thự) và các tổ hợp văn phòng, trung tâm thương mại, trung tâm mua sắm và giải trí",21.072135925293,105.810997009277,Tin thường,Tây Hồ
"
        Dự án Ciputra Hà Nội, Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội
    ",4400000000.0,114.0,3,2,Nam,Bắc,Đầy đủ.,Công ty TNHH phát triển khu đô thị Nam Thăng Long,"Gồm: 50 toà nhà cao tầng, 2.500 căn nhà ở thấp tầng (biệt thự) và các tổ hợp văn phòng, trung tâm thương mại, trung tâm mua sắm và giải trí",21.072135925293,105.810997009277,Tin thường,Tây Hồ
"
        Dự án Royal City, 72A Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội
    ",4500000000.0,145.0,3,2,Tây-Bắc,Đông-Nam,,Tập đoàn Vingroup,Gồm: 6 tòa,21.002666473388697,105.8154296875,Tin thường,Thanh Xuân
"
        Phường Hoàng Liệt, Hoàng Mai, Hà Nội
    ",1490000000.0,59.0,2,2,Tây-Bắc,Đông-Nam,,,,20.961444487366663,105.83538153482135,Tin thường,Hoàng Mai
"
        Dự án Mipec Riverside, Đường Long Biên, Phường Ngọc Lâm, Long Biên, Hà Nội
    ",4500000000.0,140.0,3,3,Tây-Bắc,Đông-Nam,Để lại toàn bộ nội thất cao cấp như hình thật 100% chỉ cần xách đồ đến ở ngay.,Công ty CP Hóa Dầu Quân Đội,2 tòa tháp cao 35 tầng,21.0457458496094,105.86637878417999,Tin thường,Long Biên
"
        Dự án D' EL Dorado, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội
    ",12000000000.0,71.0,2,2,Tây-Bắc,Đông-Nam,,Tân Hoàng Minh Group,Gồm 1 tòa nhà cap 27 tầng và 3 tầng hầm,21.0889072418213,105.79418182372999,Tin thường,Tây Hồ
"
        Dự án Mipec Riverside, Đường Long Biên, Phường Ngọc Lâm, Long Biên, Hà Nội
    ",3000000000.0,85.0,2,2,Đông-Nam,Tây-Bắc,,Công ty CP Hóa Dầu Quân Đội,2 tòa tháp cao 35 tầng,21.0457458496094,105.86637878417999,Tin thường,Long Biên
"
        Dự án KĐT Văn Quán, Đường Văn Quán, Phường Phúc La, Hà Đông, Hà Nội
    ",1700000000.0,106.0,3,2,Đông-Nam,Tây-Bắc,,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Gồm: chung cư và biệt thự,20.9739627838135,105.78907012939501,Tin thường,Hà Đông
"
        Dự án 282 Nguyễn Huy Tưởng, Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội
    ",1900000000.0,70.0,2,2,Tây-Nam,Đông-Bắc,,Công ty Xây dựng số 3 Hà Nội ,Tòa nhà 17 tầng nổi,20.996324539184602,105.802665710449,Tin thường,Thanh Xuân
"
        Dự án Dương Nội, Đường Tố Hữu, Phường Vạn Phúc, Hà Đông, Hà Nội
    ",1450000000.0,83.4,2,2,Tây-Bắc,Đông-Nam,"Sàn gỗ, tủ bếp, bếp, hút mùi, 2 điều hòa, 2 nóng lạnh, rèm cửa các phòng, giường , tủ quần áo, thiết bị wc cao cấp ToTo. ",Công ty CP Tập đoàn Nam Cường Hà Nội,1.955 căn biệt thự,20.983570098877,105.772262573242,Tin thường,Hà Đông
"
        Dự án Vinhomes Smart City Đại Mỗ, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.
    ",1270000000.0,43.0,1,1,Đông-Nam,Đông-Nam,Nội thất nguyên bnả cdt,Tập đoàn Vingroup,58 tòa chung cư cao 30-38 tầng,21.0065288543701,105.753555297852,Tin thường,Nam Từ Liêm
"
        Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",7400000000.0,135.0,4,3,Bắc,Nam,"Nội thất căn hộ: Tivi, tủ lạnh, máy giặt, giường tủ, sofa, bàn ăn, điều hòa âm trần, bếp điện, tủ bếp, tủ âm tường, sàn gỗ, trần thạch cao, thiết bị vệ sinh nhập ngoại, đèn chùm...",Tập đoàn Vingroup,,20.994333267211896,105.86756134033199,Tin thường,Hai Bà Trưng
"
        Dự án Vinhomes Metropolis - Liễu Giai, 29 Phố Liễu Giai, Phường Ngọc Khánh, Ba Đình, Hà Nội
    ",7700000000.0,100.0,3,2,Bắc,Nam,,,"Gồm 2 tòa tháp cao 30 tầng, 6 tầng TTTM, 6 tầng hầm",21.0317993164063,105.814193725586,Tin thường,Ba Đình
